사고일시,요일,사고유형,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,사고날짜,사고시간
2015-09-29 00:00:00,화요일,차대사람,건조,맑음,단일로,승용,23,상해없음,보행자,남,19.0,경상,2015-09-29,00:00:00
2015-09-29 01:00:00,화요일,차대차,건조,맑음,교차로,이륜,27,경상,승용,남,61.0,상해없음,2015-09-29,01:00:00
2015-09-29 02:00:00,화요일,차대차,건조,맑음,단일로,승용,32,상해없음,승용,남,53.0,중상,2015-09-29,02:00:00
2015-09-29 04:00:00,화요일,차대차,건조,맑음,교차로,승용,31,상해없음,승용,남,69.0,경상,2015-09-29,04:00:00
2015-09-29 13:00:00,화요일,차대차,건조,맑음,교차로,승용,50,상해없음,승용,남,26.0,중상,2015-09-29,13:00:00
2015-09-29 13:00:00,화요일,차대차,건조,맑음,교차로,승용,30,상해없음,승용,남,35.0,중상,2015-09-29,13:00:00
2015-09-30 03:00:00,수요일,차대차,건조,맑음,교차로,승용,30,상해없음,승용,남,59.0,중상,2015-09-30,03:00:00
2015-09-30 08:00:00,수요일,차대차,건조,맑음,교차로,승용,56,상해없음,승용,남,48.0,경상,2015-09-30,08:00:00
2015-09-30 21:00:00,수요일,차대차,건조,맑음,단일로,승용,29,상해없음,자전거,남,51.0,중상,2015-09-30,21:00:00
2015-09-30 22:00:00,수요일,차대차,건조,맑음,교차로,승용,37,상해없음,승용,남,50.0,경상,2015-09-30,22:00:00
2015-09-30 23:00:00,수요일,차대차,건조,맑음,교차로,승용,22,상해없음,자전거,남,36.0,경상,2015-09-30,23:00:00
2015-10-01 05:00:00,목요일,차대차,건조,맑음,교차로,이륜,22,상해없음,승용,남,67.0,상해없음,2015-10-01,05:00:00
2015-10-01 18:00:00,목요일,차대사람,습기,흐림,단일로,승용,56,상해없음,보행자,여,25.0,경상,2015-10-01,18:00:00
2015-10-01 21:00:00,목요일,차대차,건조,맑음,단일로,승용,39,상해없음,승용,여,41.0,경상,2015-10-01,21:00:00
2015-10-01 23:00:00,목요일,차대차,건조,맑음,단일로,승용,43,상해없음,승용,남,38.0,중상,2015-10-01,23:00:00
2015-10-01 23:00:00,목요일,차대차,건조,맑음,교차로,승용,56,상해없음,승용,남,57.0,상해없음,2015-10-01,23:00:00
2015-10-02 00:00:00,금요일,차대차,건조,맑음,단일로,승용,46,상해없음,승용,남,68.0,중상,2015-10-02,00:00:00
2015-10-02 02:00:00,금요일,차대차,건조,맑음,단일로,승용,28,상해없음,승용,남,46.0,부상신고,2015-10-02,02:00:00
2015-10-02 04:00:00,금요일,차대차,건조,맑음,교차로,승용,35,상해없음,승용,남,58.0,경상,2015-10-02,04:00:00
2015-10-02 05:00:00,금요일,차대차,건조,맑음,단일로,승용,38,상해없음,승용,남,35.0,경상,2015-10-02,05:00:00
2015-10-02 06:00:00,금요일,차대차,건조,맑음,교차로,승용,46,상해없음,승용,남,57.0,경상,2015-10-02,06:00:00
2015-10-02 08:00:00,금요일,차대차,건조,맑음,단일로,승용,32,상해없음,승용,남,62.0,경상,2015-10-02,08:00:00
2015-10-02 08:00:00,금요일,차대차,건조,맑음,단일로,승용,29,상해없음,승용,남,71.0,경상,2015-10-02,08:00:00
2015-10-02 21:00:00,금요일,차대차,건조,맑음,단일로,승용,50,상해없음,승용,남,38.0,중상,2015-10-02,21:00:00
2015-10-02 21:00:00,금요일,차대차,건조,맑음,단일로,승용,50,상해없음,승용,남,61.0,경상,2015-10-02,21:00:00
2015-10-02 23:00:00,금요일,차대차,건조,맑음,단일로,승용,31,상해없음,승용,남,37.0,중상,2015-10-02,23:00:00
2015-10-02 23:00:00,금요일,차대차,건조,맑음,단일로,승용,44,경상,화물,남,35.0,경상,2015-10-02,23:00:00
2015-10-02 23:00:00,금요일,차대사람,건조,맑음,단일로,승용,44,상해없음,보행자,남,58.0,중상,2015-10-02,23:00:00
2015-10-02 23:00:00,금요일,차대차,건조,맑음,단일로,화물,61,상해없음,승용,여,50.0,경상,2015-10-02,23:00:00
2015-10-03 00:00:00,토요일,차대차,건조,맑음,교차로,화물,29,상해없음,승용,남,53.0,경상,2015-10-03,00:00:00
2015-10-03 01:00:00,토요일,차대차,건조,맑음,단일로,승용,34,상해없음,승용,남,34.0,중상,2015-10-03,01:00:00
2015-10-03 04:00:00,토요일,차대차,건조,맑음,단일로,승용,33,상해없음,승용,여,60.0,상해없음,2015-10-03,04:00:00
2015-10-03 05:00:00,토요일,차대차,건조,맑음,단일로,승용,39,상해없음,승용,남,50.0,경상,2015-10-03,05:00:00
2015-10-03 05:00:00,토요일,차대사람,건조,맑음,단일로,승용,36,상해없음,보행자,남,23.0,중상,2015-10-03,05:00:00
2015-10-03 06:00:00,토요일,차대차,건조,맑음,교차로,승용,30,상해없음,승용,남,54.0,경상,2015-10-03,06:00:00
2015-10-03 06:00:00,토요일,차대차,건조,맑음,단일로,승용,31,상해없음,승용,남,50.0,중상,2015-10-03,06:00:00
2015-10-03 23:00:00,토요일,차대차,건조,맑음,단일로,승용,43,상해없음,승용,남,35.0,경상,2015-10-03,23:00:00
2015-10-04 00:00:00,일요일,차대차,건조,맑음,교차로,승용,45,상해없음,승용,남,31.0,경상,2015-10-04,00:00:00
2015-10-04 00:00:00,일요일,차대차,건조,맑음,단일로,승용,24,상해없음,승용,남,55.0,경상,2015-10-04,00:00:00
2015-10-04 01:00:00,일요일,차대차,건조,맑음,교차로,승용,26,상해없음,승용,남,53.0,경상,2015-10-04,01:00:00
2015-10-04 01:00:00,일요일,차대차,건조,맑음,교차로,승용,24,상해없음,승용,남,50.0,중상,2015-10-04,01:00:00
2015-10-04 02:00:00,일요일,차대차,건조,맑음,단일로,승용,53,상해없음,승용,남,33.0,경상,2015-10-04,02:00:00
2015-10-04 03:00:00,일요일,차대차,건조,맑음,단일로,승용,32,상해없음,승용,남,69.0,상해없음,2015-10-04,03:00:00
2015-10-04 03:00:00,일요일,차대차,건조,맑음,단일로,승용,26,상해없음,승용,여,36.0,경상,2015-10-04,03:00:00
2015-10-04 07:00:00,일요일,차대사람,건조,맑음,단일로,승용,38,상해없음,보행자,여,72.0,경상,2015-10-04,07:00:00
2015-10-04 17:00:00,일요일,차대차,건조,맑음,교차로,이륜,69,상해없음,이륜,남,34.0,경상,2015-10-04,17:00:00
2015-10-04 19:00:00,일요일,차대차,건조,맑음,교차로,이륜,54,부상신고,승용,남,22.0,상해없음,2015-10-04,19:00:00
2015-10-04 20:00:00,일요일,차대차,건조,맑음,단일로,승용,53,상해없음,승용,여,57.0,중상,2015-10-04,20:00:00
2015-10-04 22:00:00,일요일,차대차,건조,맑음,단일로,화물,46,상해없음,이륜,남,37.0,중상,2015-10-04,22:00:00
2015-10-05 00:00:00,월요일,차대사람,건조,맑음,단일로,승용,54,상해없음,보행자,남,53.0,중상,2015-10-05,00:00:00
2015-10-05 15:00:00,월요일,차대차,건조,맑음,단일로,승용,47,상해없음,승용,여,52.0,경상,2015-10-05,15:00:00
2015-10-05 22:00:00,월요일,차대차,건조,맑음,교차로,승용,42,경상,승용,여,59.0,중상,2015-10-05,22:00:00
2015-10-05 23:00:00,월요일,차대차,건조,맑음,단일로,승용,44,상해없음,승용,남,54.0,중상,2015-10-05,23:00:00
2015-10-06 00:00:00,화요일,차대차,건조,맑음,단일로,승용,25,상해없음,승용,남,53.0,경상,2015-10-06,00:00:00
2015-10-06 01:00:00,화요일,차대차,건조,맑음,교차로,승용,42,상해없음,화물,남,57.0,경상,2015-10-06,01:00:00
2015-10-06 02:00:00,화요일,차대차,건조,맑음,단일로,승용,25,상해없음,승용,남,34.0,경상,2015-10-06,02:00:00
2015-10-06 04:00:00,화요일,차대차,건조,흐림,교차로,승용,36,부상신고,승용,남,61.0,중상,2015-10-06,04:00:00
2015-10-06 06:00:00,화요일,차대차,건조,맑음,교차로,승용,49,상해없음,승용,여,46.0,경상,2015-10-06,06:00:00
2015-10-06 13:00:00,화요일,차대차,건조,맑음,단일로,승용,52,상해없음,승용,여,52.0,경상,2015-10-06,13:00:00
2015-10-06 18:00:00,화요일,차대사람,건조,맑음,단일로,화물,47,상해없음,보행자,여,58.0,경상,2015-10-06,18:00:00
2015-10-06 23:00:00,화요일,차대차,건조,맑음,단일로,이륜,35,부상신고,승용,남,24.0,상해없음,2015-10-06,23:00:00
2015-10-07 20:00:00,수요일,차대차,건조,맑음,단일로,승용,49,상해없음,승용,여,36.0,중상,2015-10-07,20:00:00
2015-10-07 21:00:00,수요일,차대차,건조,맑음,단일로,승용,38,상해없음,승용,여,50.0,경상,2015-10-07,21:00:00
2015-10-07 22:00:00,수요일,차대차,건조,맑음,교차로,승용,54,상해없음,승용,남,63.0,상해없음,2015-10-07,22:00:00
2015-10-07 22:00:00,수요일,차대차,기타,맑음,교차로,승용,39,상해없음,승용,여,46.0,경상,2015-10-07,22:00:00
2015-10-07 23:00:00,수요일,차대차,건조,맑음,단일로,승용,41,상해없음,승용,남,48.0,경상,2015-10-07,23:00:00
2015-10-08 00:00:00,목요일,차대차,건조,맑음,교차로,승용,28,상해없음,화물,남,50.0,중상,2015-10-08,00:00:00
2015-10-08 00:00:00,목요일,차대차,건조,맑음,단일로,승용,40,상해없음,승용,남,64.0,중상,2015-10-08,00:00:00
2015-10-08 01:00:00,목요일,차대차,건조,맑음,단일로,승용,39,부상신고,화물,남,39.0,상해없음,2015-10-08,01:00:00
2015-10-08 02:00:00,목요일,차대차,건조,맑음,단일로,승용,41,상해없음,승용,남,58.0,상해없음,2015-10-08,02:00:00
2015-10-08 08:00:00,목요일,차대차,건조,맑음,단일로,승용,40,상해없음,승용,여,30.0,경상,2015-10-08,08:00:00
2015-10-08 08:00:00,목요일,차대차,건조,맑음,단일로,승용,29,상해없음,승용,여,41.0,중상,2015-10-08,08:00:00
2015-10-08 11:00:00,목요일,차대차,건조,맑음,단일로,승용,48,상해없음,승용,남,34.0,경상,2015-10-08,11:00:00
2015-10-08 20:00:00,목요일,차대차,건조,맑음,단일로,승용,31,상해없음,승용,남,40.0,경상,2015-10-08,20:00:00
2015-10-08 23:00:00,목요일,차대차,건조,맑음,단일로,승용,31,상해없음,승용,여,41.0,경상,2015-10-08,23:00:00
2015-10-08 23:00:00,목요일,차대차,건조,맑음,단일로,승용,53,상해없음,승용,남,34.0,경상,2015-10-08,23:00:00
2015-10-09 02:00:00,금요일,차대차,건조,맑음,단일로,승용,34,상해없음,승용,남,54.0,경상,2015-10-09,02:00:00
2015-10-09 02:00:00,금요일,차대차,건조,맑음,단일로,승용,37,상해없음,승용,남,40.0,경상,2015-10-09,02:00:00
2015-10-09 02:00:00,금요일,차대사람,건조,맑음,단일로,이륜,32,중상,보행자,남,33.0,중상,2015-10-09,02:00:00
2015-10-09 03:00:00,금요일,차대차,기타,맑음,교차로,승용,42,상해없음,승용,남,38.0,경상,2015-10-09,03:00:00
2015-10-09 05:00:00,금요일,차대차,건조,맑음,교차로,화물,38,상해없음,승용,남,36.0,중상,2015-10-09,05:00:00
2015-10-09 12:00:00,금요일,차대차,건조,맑음,단일로,승용,44,상해없음,승용,남,42.0,경상,2015-10-09,12:00:00
2015-10-09 15:00:00,금요일,차대차,건조,맑음,단일로,화물,45,상해없음,승용,남,56.0,부상신고,2015-10-09,15:00:00
2015-10-09 17:00:00,금요일,차대차,건조,맑음,단일로,승용,36,상해없음,승용,여,53.0,경상,2015-10-09,17:00:00
2015-10-09 19:00:00,금요일,차대차,건조,맑음,단일로,승용,35,상해없음,승용,여,67.0,경상,2015-10-09,19:00:00
2015-10-09 20:00:00,금요일,차대차,건조,맑음,단일로,승용,48,상해없음,승용,남,45.0,경상,2015-10-09,20:00:00
2015-10-09 21:00:00,금요일,차대차,건조,맑음,단일로,승용,53,상해없음,승용,여,29.0,중상,2015-10-09,21:00:00
2015-10-10 00:00:00,토요일,차대차,건조,맑음,단일로,승용,23,상해없음,승용,남,58.0,경상,2015-10-10,00:00:00
2015-10-10 01:00:00,토요일,차대차,건조,맑음,단일로,화물,46,상해없음,승용,남,58.0,경상,2015-10-10,01:00:00
2015-10-10 03:00:00,토요일,차대차,습기,비,단일로,승용,31,상해없음,승용,남,61.0,경상,2015-10-10,03:00:00
2015-10-10 05:00:00,토요일,차대차,습기,비,교차로,승용,35,상해없음,승용,남,50.0,경상,2015-10-10,05:00:00
2015-10-10 06:00:00,토요일,차대차,습기,비,교차로,승용,37,상해없음,승용,여,59.0,중상,2015-10-10,06:00:00
2015-10-10 06:00:00,토요일,차대차,습기,비,교차로,화물,41,상해없음,화물,남,52.0,경상,2015-10-10,06:00:00
2015-10-10 07:00:00,토요일,차대차,건조,맑음,교차로,승용,45,상해없음,승용,여,41.0,경상,2015-10-10,07:00:00
2015-10-10 15:00:00,토요일,차대차,건조,맑음,교차로,승용,61,상해없음,승용,남,36.0,중상,2015-10-10,15:00:00
2015-10-10 20:00:00,토요일,차대차,건조,맑음,단일로,승용,48,상해없음,승용,남,46.0,중상,2015-10-10,20:00:00
2015-10-10 21:00:00,토요일,차대차,건조,맑음,단일로,화물,50,부상신고,화물,남,41.0,상해없음,2015-10-10,21:00:00
2015-10-10 21:00:00,토요일,차대차,건조,맑음,교차로,승용,44,상해없음,승용,남,48.0,경상,2015-10-10,21:00:00
2015-10-10 23:00:00,토요일,차대차,건조,맑음,교차로,승용,51,상해없음,승용,여,35.0,경상,2015-10-10,23:00:00
2015-10-11 02:00:00,일요일,차대차,건조,맑음,교차로,이륜,21,중상,승용,남,56.0,상해없음,2015-10-11,02:00:00
2015-10-11 02:00:00,일요일,차대차,습기,비,단일로,이륜,38,중상,승용,남,57.0,경상,2015-10-11,02:00:00
2015-10-11 04:00:00,일요일,차대차,건조,맑음,교차로,승용,56,상해없음,승용,남,51.0,경상,2015-10-11,04:00:00
2015-10-11 10:00:00,일요일,차대차,건조,맑음,단일로,승용,41,상해없음,승용,남,37.0,경상,2015-10-11,10:00:00
2015-10-11 17:00:00,일요일,차대차,건조,맑음,단일로,승용,59,상해없음,승용,남,35.0,경상,2015-10-11,17:00:00
2015-10-11 19:00:00,일요일,차대차,건조,맑음,단일로,승용,49,상해없음,승용,남,39.0,경상,2015-10-11,19:00:00
2015-10-12 01:00:00,월요일,차대차,건조,맑음,단일로,승용,29,상해없음,승용,남,31.0,경상,2015-10-12,01:00:00
2015-10-12 04:00:00,월요일,차대차,건조,맑음,단일로,승용,49,상해없음,승용,남,53.0,경상,2015-10-12,04:00:00
2015-10-12 21:00:00,월요일,차대차,건조,맑음,단일로,승용,63,상해없음,승용,남,28.0,중상,2015-10-12,21:00:00
2015-10-13 03:00:00,화요일,차대차,건조,맑음,교차로,승용,33,중상,승용,남,69.0,경상,2015-10-13,03:00:00
2015-10-13 05:00:00,화요일,차대차,건조,맑음,단일로,승용,52,상해없음,화물,남,49.0,경상,2015-10-13,05:00:00
2015-10-13 13:00:00,화요일,차대차,건조,맑음,교차로,승용,29,경상,승용,남,44.0,상해없음,2015-10-13,13:00:00
2015-10-13 18:00:00,화요일,차대차,건조,맑음,단일로,승용,59,상해없음,승용,남,30.0,경상,2015-10-13,18:00:00
2015-10-13 22:00:00,화요일,차대차,건조,맑음,교차로,승용,45,상해없음,승용,남,28.0,경상,2015-10-13,22:00:00
2015-10-13 22:00:00,화요일,차대차,건조,맑음,단일로,승용,45,상해없음,승용,남,57.0,경상,2015-10-13,22:00:00
2015-10-13 23:00:00,화요일,차대차,건조,맑음,단일로,승용,36,상해없음,승용,남,63.0,경상,2015-10-13,23:00:00
2015-10-13 23:00:00,화요일,차대차,건조,맑음,교차로,승용,48,상해없음,승용,남,70.0,경상,2015-10-13,23:00:00
2015-10-14 01:00:00,수요일,차대차,건조,맑음,단일로,승용,29,상해없음,승용,남,66.0,경상,2015-10-14,01:00:00
2015-10-14 01:00:00,수요일,차대사람,건조,맑음,단일로,승용,48,상해없음,보행자,남,53.0,경상,2015-10-14,01:00:00
2015-10-14 02:00:00,수요일,차대차,건조,맑음,단일로,승용,30,상해없음,승용,남,50.0,사망,2015-10-14,02:00:00
2015-10-14 11:00:00,수요일,차대차,건조,맑음,단일로,승용,27,상해없음,승용,여,62.0,상해없음,2015-10-14,11:00:00
2015-10-15 01:00:00,목요일,차대차,건조,맑음,단일로,승용,29,상해없음,승용,남,56.0,경상,2015-10-15,01:00:00
2015-10-15 01:00:00,목요일,차대차,건조,맑음,교차로,승용,32,상해없음,승용,남,58.0,경상,2015-10-15,01:00:00
2015-10-15 03:00:00,목요일,차대차,건조,맑음,교차로,이륜,34,부상신고,승용,남,61.0,상해없음,2015-10-15,03:00:00
2015-10-15 17:00:00,목요일,차대차,건조,맑음,교차로,이륜,55,상해없음,이륜,남,56.0,중상,2015-10-15,17:00:00
2015-10-15 17:00:00,목요일,차대차,건조,맑음,단일로,승용,53,상해없음,승용,남,44.0,경상,2015-10-15,17:00:00
2015-10-15 21:00:00,목요일,차대차,건조,맑음,교차로,승용,45,상해없음,승용,남,33.0,중상,2015-10-15,21:00:00
2015-10-16 00:00:00,금요일,차대차,건조,맑음,교차로,승용,32,상해없음,승용,남,62.0,경상,2015-10-16,00:00:00
2015-10-16 01:00:00,금요일,차대차,건조,맑음,단일로,승용,22,상해없음,승용,여,63.0,경상,2015-10-16,01:00:00
2015-10-16 01:00:00,금요일,차대차,건조,맑음,교차로,이륜,49,상해없음,승용,남,50.0,부상신고,2015-10-16,01:00:00
2015-10-16 02:00:00,금요일,차대차,건조,맑음,단일로,승용,25,상해없음,승용,남,23.0,경상,2015-10-16,02:00:00
2015-10-16 05:00:00,금요일,차대차,건조,맑음,단일로,승용,27,상해없음,이륜,남,30.0,경상,2015-10-16,05:00:00
2015-10-16 05:00:00,금요일,차대차,건조,맑음,단일로,승용,38,부상신고,승용,남,52.0,중상,2015-10-16,05:00:00
2015-10-16 06:00:00,금요일,차대차,건조,맑음,단일로,승용,24,상해없음,승용,남,50.0,경상,2015-10-16,06:00:00
2015-10-16 09:00:00,금요일,차대차,건조,맑음,교차로,승용,30,상해없음,승용,남,45.0,경상,2015-10-16,09:00:00
2015-10-16 23:00:00,금요일,차대차,건조,맑음,단일로,승용,25,상해없음,승용,남,57.0,상해없음,2015-10-16,23:00:00
2015-10-16 23:00:00,금요일,차대차,건조,맑음,교차로,승용,54,경상,승용,남,59.0,중상,2015-10-16,23:00:00
2015-10-17 00:00:00,토요일,차대차,건조,맑음,단일로,이륜,51,상해없음,승용,남,52.0,상해없음,2015-10-17,00:00:00
2015-10-17 00:00:00,토요일,차대차,건조,맑음,단일로,승용,29,상해없음,승용,남,61.0,경상,2015-10-17,00:00:00
2015-10-17 01:00:00,토요일,차대차,건조,맑음,단일로,승용,48,상해없음,승용,남,27.0,경상,2015-10-17,01:00:00
2015-10-17 02:00:00,토요일,차대차,건조,맑음,교차로,승용,40,상해없음,승용,남,45.0,중상,2015-10-17,02:00:00
2015-10-17 02:00:00,토요일,차대사람,건조,맑음,교차로,승용,38,상해없음,보행자,남,33.0,사망,2015-10-17,02:00:00
2015-10-17 05:00:00,토요일,차대차,건조,맑음,교차로,이륜,20,상해없음,승용,남,44.0,경상,2015-10-17,05:00:00
2015-10-17 05:00:00,토요일,차대차,건조,맑음,교차로,승용,23,중상,승용,남,34.0,중상,2015-10-17,05:00:00
2015-10-17 06:00:00,토요일,차대차,건조,맑음,단일로,승용,48,상해없음,승용,남,47.0,경상,2015-10-17,06:00:00
2015-10-17 06:00:00,토요일,차대차,건조,맑음,교차로,승용,37,상해없음,승용,남,44.0,경상,2015-10-17,06:00:00
2015-10-17 07:00:00,토요일,차대차,건조,맑음,단일로,승용,23,상해없음,화물,남,67.0,경상,2015-10-17,07:00:00
2015-10-17 21:00:00,토요일,차대차,건조,맑음,단일로,승용,38,상해없음,승용,남,43.0,중상,2015-10-17,21:00:00
2015-10-17 21:00:00,토요일,차대차,건조,맑음,단일로,승용,49,상해없음,승용,남,40.0,경상,2015-10-17,21:00:00
2015-10-17 22:00:00,토요일,차대사람,건조,맑음,단일로,승용,62,상해없음,보행자,여,57.0,중상,2015-10-17,22:00:00
2015-10-18 00:00:00,일요일,차대차,건조,맑음,단일로,승용,31,상해없음,승용,남,72.0,경상,2015-10-18,00:00:00
2015-10-18 00:00:00,일요일,차대차,건조,맑음,단일로,승용,55,상해없음,승용,여,34.0,경상,2015-10-18,00:00:00
2015-10-18 01:00:00,일요일,차대차,건조,맑음,단일로,승용,30,상해없음,승용,남,32.0,경상,2015-10-18,01:00:00
2015-10-18 01:00:00,일요일,차대사람,건조,맑음,단일로,승용,26,상해없음,보행자,남,30.0,중상,2015-10-18,01:00:00
2015-10-18 03:00:00,일요일,차대차,건조,맑음,교차로,승용,34,상해없음,승용,남,55.0,경상,2015-10-18,03:00:00
2015-10-18 05:00:00,일요일,차대차,건조,맑음,교차로,승용,26,상해없음,승용,남,47.0,경상,2015-10-18,05:00:00
2015-10-18 09:00:00,일요일,차대차,건조,맑음,단일로,화물,47,상해없음,승용,남,31.0,경상,2015-10-18,09:00:00
2015-10-18 20:00:00,일요일,차대차,건조,맑음,단일로,승용,56,상해없음,승용,남,36.0,경상,2015-10-18,20:00:00
2015-10-18 22:00:00,일요일,차대차,건조,맑음,교차로,승용,37,상해없음,승용,남,57.0,중상,2015-10-18,22:00:00
2015-10-19 03:00:00,월요일,차대차,건조,맑음,단일로,화물,32,상해없음,승용,남,68.0,중상,2015-10-19,03:00:00
2015-10-19 04:00:00,월요일,차대차,건조,맑음,교차로,승용,28,상해없음,승용,남,23.0,경상,2015-10-19,04:00:00
2015-10-19 07:00:00,월요일,차대차,건조,맑음,교차로,승용,42,상해없음,승용,남,54.0,경상,2015-10-19,07:00:00
2015-10-19 20:00:00,월요일,차대차,건조,맑음,교차로,승용,41,상해없음,이륜,남,72.0,중상,2015-10-19,20:00:00
2015-10-19 21:00:00,월요일,차대차,건조,맑음,단일로,승용,29,상해없음,승용,남,24.0,경상,2015-10-19,21:00:00
2015-10-19 22:00:00,월요일,차대사람,건조,맑음,교차로,승용,50,상해없음,보행자,여,44.0,부상신고,2015-10-19,22:00:00
2015-10-20 00:00:00,화요일,차대차,건조,맑음,단일로,승용,29,상해없음,승용,남,56.0,경상,2015-10-20,00:00:00
2015-10-20 19:00:00,화요일,차대차,건조,맑음,단일로,승용,61,상해없음,승용,남,44.0,경상,2015-10-20,19:00:00
2015-10-20 20:00:00,화요일,차대차,건조,맑음,교차로,승용,66,상해없음,승용,여,43.0,경상,2015-10-20,20:00:00
2015-10-20 22:00:00,화요일,차대사람,건조,맑음,단일로,승용,34,상해없음,보행자,남,43.0,경상,2015-10-20,22:00:00
2015-10-21 02:00:00,수요일,차대차,건조,맑음,교차로,승용,28,상해없음,승용,남,58.0,상해없음,2015-10-21,02:00:00
2015-10-21 05:00:00,수요일,차대차,건조,맑음,단일로,화물,45,상해없음,승용,남,26.0,경상,2015-10-21,05:00:00
2015-10-21 23:00:00,수요일,차대차,건조,맑음,교차로,승용,42,상해없음,승용,남,27.0,중상,2015-10-21,23:00:00
2015-10-22 00:00:00,목요일,차대차,건조,맑음,교차로,승용,34,상해없음,승용,남,45.0,경상,2015-10-22,00:00:00
2015-10-22 00:00:00,목요일,차대차,건조,맑음,교차로,승용,40,상해없음,승용,남,54.0,경상,2015-10-22,00:00:00
2015-10-22 01:00:00,목요일,차대차,건조,맑음,단일로,승용,28,상해없음,승용,남,54.0,경상,2015-10-22,01:00:00
2015-10-22 01:00:00,목요일,차대차,건조,맑음,단일로,이륜,35,사망,승용,남,63.0,상해없음,2015-10-22,01:00:00
2015-10-22 02:00:00,목요일,차대차,건조,맑음,교차로,승용,44,상해없음,승용,남,50.0,경상,2015-10-22,02:00:00
2015-10-22 05:00:00,목요일,차대차,건조,맑음,교차로,이륜,32,부상신고,승용,남,56.0,상해없음,2015-10-22,05:00:00
2015-10-22 06:00:00,목요일,차대차,건조,맑음,단일로,화물,50,상해없음,승용,여,46.0,경상,2015-10-22,06:00:00
2015-10-22 21:00:00,목요일,차대차,건조,맑음,교차로,승용,51,상해없음,승용,여,60.0,경상,2015-10-22,21:00:00
2015-10-22 22:00:00,목요일,차대차,건조,맑음,단일로,승용,55,상해없음,승용,남,64.0,중상,2015-10-22,22:00:00
2015-10-22 23:00:00,목요일,차대차,건조,맑음,단일로,승용,50,상해없음,승용,남,30.0,중상,2015-10-22,23:00:00
2015-10-22 23:00:00,목요일,차대차,기타,흐림,단일로,승용,50,상해없음,승용,남,52.0,부상신고,2015-10-22,23:00:00
2015-10-22 23:00:00,목요일,차대차,건조,맑음,교차로,승용,27,상해없음,승용,남,46.0,경상,2015-10-22,23:00:00
2015-10-22 23:00:00,목요일,차대차,건조,맑음,교차로,화물,66,상해없음,승용,남,52.0,경상,2015-10-22,23:00:00
2015-10-23 00:00:00,금요일,차대차,건조,맑음,교차로,승용,33,상해없음,승용,남,56.0,경상,2015-10-23,00:00:00
2015-10-23 00:00:00,금요일,차대차,건조,맑음,단일로,승용,34,상해없음,승용,남,44.0,경상,2015-10-23,00:00:00
2015-10-23 06:00:00,금요일,차대차,건조,맑음,교차로,이륜,21,경상,화물,남,59.0,상해없음,2015-10-23,06:00:00
2015-10-23 19:00:00,금요일,차대차,건조,맑음,단일로,승용,40,상해없음,승용,남,28.0,경상,2015-10-23,19:00:00
2015-10-23 19:00:00,금요일,차대차,건조,맑음,단일로,화물,27,상해없음,승용,여,50.0,경상,2015-10-23,19:00:00
2015-10-23 19:00:00,금요일,차대차,건조,맑음,단일로,화물,49,상해없음,승용,남,47.0,경상,2015-10-23,19:00:00
2015-10-23 19:00:00,금요일,차대차,건조,맑음,단일로,승용,48,부상신고,승용,남,40.0,경상,2015-10-23,19:00:00
2015-10-23 23:00:00,금요일,차대차,건조,맑음,단일로,승용,30,상해없음,승용,남,28.0,경상,2015-10-23,23:00:00
2015-10-24 00:00:00,토요일,차대차,건조,맑음,교차로,승용,40,상해없음,승용,남,34.0,경상,2015-10-24,00:00:00
2015-10-24 02:00:00,토요일,차대차,건조,맑음,교차로,승용,32,상해없음,이륜,남,57.0,중상,2015-10-24,02:00:00
2015-10-24 02:00:00,토요일,차대차,건조,맑음,단일로,승용,31,상해없음,승용,남,51.0,경상,2015-10-24,02:00:00
2015-10-24 03:00:00,토요일,차대차,습기,비,단일로,승용,36,상해없음,승용,남,38.0,상해없음,2015-10-24,03:00:00
2015-10-24 03:00:00,토요일,차대차,건조,맑음,교차로,승용,20,상해없음,승용,남,49.0,경상,2015-10-24,03:00:00
2015-10-24 03:00:00,토요일,차대사람,건조,맑음,단일로,승용,47,상해없음,보행자,남,39.0,중상,2015-10-24,03:00:00
2015-10-24 04:00:00,토요일,차대차,건조,맑음,단일로,승용,29,상해없음,승용,남,49.0,경상,2015-10-24,04:00:00
2015-10-24 04:00:00,토요일,차대차,건조,흐림,교차로,승용,24,상해없음,승용,남,35.0,경상,2015-10-24,04:00:00
2015-10-24 05:00:00,토요일,차대차,습기,비,단일로,승용,31,상해없음,승용,여,35.0,중상,2015-10-24,05:00:00
2015-10-24 06:00:00,토요일,차대사람,건조,맑음,단일로,승용,28,상해없음,보행자,남,32.0,중상,2015-10-24,06:00:00
2015-10-24 07:00:00,토요일,차대차,건조,맑음,단일로,승용,34,상해없음,승용,남,63.0,경상,2015-10-24,07:00:00
2015-10-24 07:00:00,토요일,차대차,습기,비,단일로,승용,27,경상,화물,남,36.0,경상,2015-10-24,07:00:00
2015-10-24 21:00:00,토요일,차대차,건조,맑음,단일로,승용,29,상해없음,승용,여,37.0,경상,2015-10-24,21:00:00
2015-10-25 01:00:00,일요일,차대차,건조,맑음,단일로,승용,29,상해없음,승용,남,54.0,경상,2015-10-25,01:00:00
