사고일시,요일,사고유형,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,사고날짜,사고시간
2014-01-01 00:00:00,수요일,차대차,건조,맑음,단일로,승용,31,상해없음,승용,남,65.0,부상신고,2014-01-01,00:00:00
2014-01-01 01:00:00,수요일,차대차,기타,맑음,단일로,승용,32,상해없음,승용,남,54.0,중상,2014-01-01,01:00:00
2014-01-01 02:00:00,수요일,차대차,건조,맑음,단일로,승용,26,상해없음,승용,여,26.0,부상신고,2014-01-01,02:00:00
2014-01-01 02:00:00,수요일,차대차,건조,맑음,단일로,승용,29,상해없음,승용,남,25.0,경상,2014-01-01,02:00:00
2014-01-01 02:00:00,수요일,차대차,건조,맑음,교차로,승용,42,상해없음,승용,남,37.0,경상,2014-01-01,02:00:00
2014-01-01 05:00:00,수요일,차대차,기타,기타,교차로,승용,25,상해없음,승용,남,61.0,경상,2014-01-01,05:00:00
2014-01-01 07:00:00,수요일,차대차,건조,맑음,교차로,승용,21,상해없음,승용,남,47.0,경상,2014-01-01,07:00:00
2014-01-01 07:00:00,수요일,차대차,건조,맑음,단일로,승용,21,상해없음,자전거,남,73.0,사망,2014-01-01,07:00:00
2014-01-01 07:00:00,수요일,차대차,건조,맑음,단일로,승용,23,상해없음,승용,남,45.0,경상,2014-01-01,07:00:00
2014-01-01 08:00:00,수요일,차대차,건조,맑음,교차로,승용,28,상해없음,승용,남,50.0,상해없음,2014-01-01,08:00:00
2014-01-01 09:00:00,수요일,차대차,건조,맑음,교차로,승용,21,상해없음,승용,여,57.0,상해없음,2014-01-01,09:00:00
2014-01-01 18:00:00,수요일,차대차,건조,맑음,교차로,승용,67,상해없음,승용,남,35.0,경상,2014-01-01,18:00:00
2014-01-01 19:00:00,수요일,차대사람,건조,맑음,교차로,승용,43,상해없음,보행자,여,66.0,경상,2014-01-01,19:00:00
2014-01-01 21:00:00,수요일,차대차,건조,맑음,단일로,승용,61,상해없음,이륜,남,17.0,경상,2014-01-01,21:00:00
2014-01-01 22:00:00,수요일,차대차,건조,맑음,교차로,승용,36,상해없음,승용,남,44.0,경상,2014-01-01,22:00:00
2014-01-02 02:00:00,목요일,차대사람,건조,맑음,단일로,화물,32,상해없음,보행자,남,57.0,중상,2014-01-02,02:00:00
2014-01-02 08:00:00,목요일,차대차,건조,맑음,교차로,승용,35,상해없음,승용,남,56.0,경상,2014-01-02,08:00:00
2014-01-02 21:00:00,목요일,차대차,건조,맑음,교차로,승용,49,상해없음,승용,남,57.0,부상신고,2014-01-02,21:00:00
2014-01-02 22:00:00,목요일,차대차,건조,맑음,교차로,승용,33,상해없음,승용,남,43.0,경상,2014-01-02,22:00:00
2014-01-02 23:00:00,목요일,차대차,건조,맑음,단일로,승용,30,상해없음,승용,남,55.0,경상,2014-01-02,23:00:00
2014-01-03 00:00:00,금요일,차대차,건조,맑음,단일로,승용,29,상해없음,승용,남,65.0,경상,2014-01-03,00:00:00
2014-01-03 02:00:00,금요일,차대차,건조,맑음,교차로,승용,40,상해없음,승용,남,30.0,경상,2014-01-03,02:00:00
2014-01-03 02:00:00,금요일,차대차,건조,맑음,교차로,승용,61,상해없음,승용,남,34.0,경상,2014-01-03,02:00:00
2014-01-03 03:00:00,금요일,차대차,건조,맑음,단일로,승용,49,상해없음,승용,남,52.0,경상,2014-01-03,03:00:00
2014-01-03 07:00:00,금요일,차대차,건조,맑음,교차로,승용,27,상해없음,승용,남,59.0,경상,2014-01-03,07:00:00
2014-01-03 22:00:00,금요일,차대차,건조,맑음,교차로,이륜,37,중상,화물,남,38.0,상해없음,2014-01-03,22:00:00
2014-01-04 00:00:00,토요일,차대차,건조,맑음,교차로,승용,43,상해없음,승용,여,53.0,경상,2014-01-04,00:00:00
2014-01-04 02:00:00,토요일,차대차,기타,맑음,교차로,승용,45,상해없음,승용,남,56.0,경상,2014-01-04,02:00:00
2014-01-04 02:00:00,토요일,차대차,건조,맑음,교차로,승용,41,상해없음,승용,남,68.0,경상,2014-01-04,02:00:00
2014-01-04 04:00:00,토요일,차대사람,건조,맑음,단일로,승용,30,상해없음,보행자,남,32.0,경상,2014-01-04,04:00:00
2014-01-04 06:00:00,토요일,차대사람,건조,맑음,단일로,화물,47,상해없음,보행자,남,59.0,경상,2014-01-04,06:00:00
2014-01-04 17:00:00,토요일,차대차,건조,맑음,단일로,승용,81,상해없음,승용,남,38.0,경상,2014-01-04,17:00:00
2014-01-04 21:00:00,토요일,차대차,건조,맑음,단일로,승용,25,상해없음,승용,여,42.0,경상,2014-01-04,21:00:00
2014-01-04 23:00:00,토요일,차대차,건조,맑음,단일로,승용,26,상해없음,승용,남,60.0,경상,2014-01-04,23:00:00
2014-01-05 00:00:00,일요일,차대차,건조,맑음,교차로,승용,21,상해없음,이륜,남,48.0,경상,2014-01-05,00:00:00
2014-01-05 01:00:00,일요일,차대차,건조,맑음,교차로,승용,43,부상신고,승용,여,30.0,중상,2014-01-05,01:00:00
2014-01-05 03:00:00,일요일,차대차,건조,맑음,교차로,승용,28,상해없음,승용,남,57.0,경상,2014-01-05,03:00:00
2014-01-05 05:00:00,일요일,차대차,건조,맑음,단일로,승용,50,상해없음,승용,남,58.0,중상,2014-01-05,05:00:00
2014-01-05 06:00:00,일요일,차대차,건조,맑음,교차로,승용,35,상해없음,승용,남,58.0,경상,2014-01-05,06:00:00
2014-01-05 18:00:00,일요일,차대차,건조,맑음,단일로,승용,52,상해없음,승용,남,57.0,중상,2014-01-05,18:00:00
2014-01-05 22:00:00,일요일,차대차,건조,맑음,교차로,승용,34,상해없음,승용,여,27.0,중상,2014-01-05,22:00:00
2014-01-05 23:00:00,일요일,차대차,건조,맑음,단일로,승용,67,상해없음,승용,남,38.0,경상,2014-01-05,23:00:00
2014-01-06 04:00:00,월요일,차대차,건조,맑음,교차로,승용,27,상해없음,승용,남,61.0,상해없음,2014-01-06,04:00:00
2014-01-06 06:00:00,월요일,차대사람,건조,맑음,단일로,승용,31,상해없음,보행자,남,57.0,경상,2014-01-06,06:00:00
2014-01-06 21:00:00,월요일,차대차,건조,맑음,단일로,승용,48,상해없음,승용,남,43.0,경상,2014-01-06,21:00:00
2014-01-06 22:00:00,월요일,차대차,건조,기타,교차로,승용,27,상해없음,승용,남,51.0,경상,2014-01-06,22:00:00
2014-01-06 23:00:00,월요일,차대차,건조,기타,단일로,승용,47,상해없음,승용,여,50.0,경상,2014-01-06,23:00:00
2014-01-06 23:00:00,월요일,차대차,건조,맑음,단일로,승용,47,상해없음,화물,남,52.0,부상신고,2014-01-06,23:00:00
2014-01-07 00:00:00,화요일,차대차,건조,맑음,단일로,승용,30,상해없음,승용,남,66.0,경상,2014-01-07,00:00:00
2014-01-07 01:00:00,화요일,차대차,건조,맑음,교차로,승용,31,상해없음,승용,남,59.0,중상,2014-01-07,01:00:00
2014-01-07 04:00:00,화요일,차대차,건조,맑음,교차로,이륜,24,상해없음,승용,남,31.0,중상,2014-01-07,04:00:00
2014-01-07 05:00:00,화요일,차대사람,건조,맑음,교차로,승용,25,상해없음,보행자,남,20.0,경상,2014-01-07,05:00:00
2014-01-07 22:00:00,화요일,차대차,건조,맑음,단일로,화물,47,상해없음,승용,남,32.0,경상,2014-01-07,22:00:00
2014-01-08 01:00:00,수요일,차대차,건조,흐림,단일로,승용,46,상해없음,승용,남,25.0,중상,2014-01-08,01:00:00
2014-01-08 01:00:00,수요일,차대사람,건조,맑음,교차로,승용,38,상해없음,보행자,남,18.0,경상,2014-01-08,01:00:00
2014-01-08 04:00:00,수요일,차대차,건조,맑음,교차로,승용,22,상해없음,승용,남,65.0,경상,2014-01-08,04:00:00
2014-01-08 20:00:00,수요일,차대차,건조,맑음,교차로,화물,41,상해없음,승용,남,54.0,경상,2014-01-08,20:00:00
2014-01-08 21:00:00,수요일,차대차,건조,맑음,교차로,승용,49,상해없음,승용,남,29.0,중상,2014-01-08,21:00:00
2014-01-08 22:00:00,수요일,차대차,건조,맑음,단일로,승용,46,상해없음,승용,여,31.0,중상,2014-01-08,22:00:00
2014-01-08 23:00:00,수요일,차대차,건조,맑음,교차로,승용,43,상해없음,승용,남,22.0,중상,2014-01-08,23:00:00
2014-01-09 00:00:00,목요일,차대차,건조,맑음,단일로,승용,53,상해없음,승용,남,49.0,상해없음,2014-01-09,00:00:00
2014-01-09 00:00:00,목요일,차대차,건조,맑음,교차로,승용,39,상해없음,승용,남,27.0,경상,2014-01-09,00:00:00
2014-01-09 00:00:00,목요일,차대차,건조,맑음,단일로,승용,48,상해없음,승용,남,46.0,상해없음,2014-01-09,00:00:00
2014-01-09 00:00:00,목요일,차대차,건조,맑음,단일로,승용,27,상해없음,승용,남,57.0,경상,2014-01-09,00:00:00
2014-01-09 01:00:00,목요일,차대차,건조,맑음,단일로,승용,43,상해없음,승용,남,37.0,경상,2014-01-09,01:00:00
2014-01-09 05:00:00,목요일,차대차,건조,맑음,교차로,승용,33,상해없음,승용,남,50.0,경상,2014-01-09,05:00:00
2014-01-09 06:00:00,목요일,차대차,건조,맑음,교차로,승용,29,상해없음,화물,남,51.0,경상,2014-01-09,06:00:00
2014-01-09 12:00:00,목요일,차대차,건조,맑음,단일로,승용,46,상해없음,승용,남,70.0,경상,2014-01-09,12:00:00
2014-01-09 21:00:00,목요일,차대차,건조,맑음,단일로,이륜,52,경상,승용,남,35.0,경상,2014-01-09,21:00:00
2014-01-09 21:00:00,목요일,차대차,건조,맑음,교차로,승용,38,상해없음,승용,남,43.0,경상,2014-01-09,21:00:00
2014-01-10 01:00:00,금요일,차대차,건조,맑음,단일로,승용,40,상해없음,승용,남,32.0,경상,2014-01-10,01:00:00
2014-01-10 02:00:00,금요일,차대차,건조,맑음,교차로,승용,29,상해없음,승용,남,59.0,경상,2014-01-10,02:00:00
2014-01-10 02:00:00,금요일,차대차,건조,맑음,단일로,승용,35,상해없음,승용,여,29.0,경상,2014-01-10,02:00:00
2014-01-10 23:00:00,금요일,차대차,건조,맑음,교차로,승용,49,상해없음,승용,여,58.0,경상,2014-01-10,23:00:00
2014-01-11 01:00:00,토요일,차대차,건조,흐림,단일로,승용,41,상해없음,승용,남,43.0,경상,2014-01-11,01:00:00
2014-01-11 01:00:00,토요일,차대차,건조,맑음,교차로,승용,26,상해없음,승용,남,57.0,중상,2014-01-11,01:00:00
2014-01-11 02:00:00,토요일,차대차,건조,맑음,단일로,승용,36,상해없음,화물,남,41.0,경상,2014-01-11,02:00:00
2014-01-11 03:00:00,토요일,차대차,건조,맑음,단일로,승용,34,상해없음,승용,남,52.0,경상,2014-01-11,03:00:00
2014-01-11 06:00:00,토요일,차대차,건조,맑음,단일로,승용,34,상해없음,승용,남,59.0,경상,2014-01-11,06:00:00
2014-01-11 07:00:00,토요일,차대차,건조,맑음,단일로,승용,28,상해없음,승용,남,57.0,경상,2014-01-11,07:00:00
2014-01-11 07:00:00,토요일,차대차,건조,맑음,단일로,승용,27,상해없음,승용,남,52.0,중상,2014-01-11,07:00:00
2014-01-11 14:00:00,토요일,차대차,건조,맑음,단일로,승용,28,상해없음,승용,남,63.0,경상,2014-01-11,14:00:00
2014-01-11 14:00:00,토요일,차대차,건조,맑음,단일로,승용,63,상해없음,승용,여,26.0,경상,2014-01-11,14:00:00
2014-01-11 17:00:00,토요일,차대차,건조,맑음,단일로,이륜,73,상해없음,이륜,남,57.0,중상,2014-01-11,17:00:00
2014-01-12 01:00:00,일요일,차대차,건조,맑음,교차로,승용,30,상해없음,이륜,여,46.0,중상,2014-01-12,01:00:00
2014-01-12 02:00:00,일요일,차대차,건조,맑음,단일로,승용,21,상해없음,승용,남,33.0,경상,2014-01-12,02:00:00
2014-01-12 02:00:00,일요일,차대차,건조,맑음,교차로,승용,24,상해없음,승용,남,67.0,중상,2014-01-12,02:00:00
2014-01-12 04:00:00,일요일,차대차,건조,맑음,단일로,승용,24,상해없음,승용,남,52.0,중상,2014-01-12,04:00:00
2014-01-12 09:00:00,일요일,차대차,건조,맑음,교차로,승용,54,상해없음,승용,남,47.0,경상,2014-01-12,09:00:00
2014-01-12 10:00:00,일요일,차대차,건조,맑음,교차로,승용,31,상해없음,승용,남,64.0,경상,2014-01-12,10:00:00
2014-01-12 20:00:00,일요일,차대차,건조,맑음,교차로,승용,50,상해없음,승용,남,60.0,상해없음,2014-01-12,20:00:00
2014-01-13 01:00:00,월요일,차대차,건조,맑음,단일로,승용,33,상해없음,승용,남,53.0,상해없음,2014-01-13,01:00:00
2014-01-13 06:00:00,월요일,차대차,건조,맑음,교차로,승용,36,상해없음,승용,남,41.0,경상,2014-01-13,06:00:00
2014-01-13 08:00:00,월요일,차대차,건조,맑음,단일로,승용,29,상해없음,승용,남,40.0,경상,2014-01-13,08:00:00
2014-01-14 05:00:00,화요일,차대차,건조,맑음,단일로,승용,32,상해없음,승용,남,52.0,경상,2014-01-14,05:00:00
2014-01-14 23:00:00,화요일,차대차,건조,맑음,교차로,승용,27,상해없음,승용,남,57.0,중상,2014-01-14,23:00:00
2014-01-15 00:00:00,수요일,차대차,건조,맑음,교차로,승용,51,상해없음,승용,여,20.0,경상,2014-01-15,00:00:00
2014-01-15 00:00:00,수요일,차대차,건조,맑음,교차로,승용,47,상해없음,승용,남,58.0,경상,2014-01-15,00:00:00
2014-01-15 05:00:00,수요일,차대사람,건조,맑음,교차로,승용,32,상해없음,보행자,남,43.0,중상,2014-01-15,05:00:00
2014-01-15 21:00:00,수요일,차대차,건조,맑음,단일로,화물,38,상해없음,승용,남,48.0,경상,2014-01-15,21:00:00
2014-01-15 23:00:00,수요일,차대차,건조,맑음,교차로,승용,24,상해없음,승용,남,41.0,경상,2014-01-15,23:00:00
2014-01-15 23:00:00,수요일,차대차,건조,맑음,단일로,승용,42,상해없음,승용,남,60.0,경상,2014-01-15,23:00:00
2014-01-16 02:00:00,목요일,차대차,건조,맑음,교차로,승용,57,상해없음,승용,남,44.0,경상,2014-01-16,02:00:00
2014-01-16 19:00:00,목요일,차대사람,건조,맑음,단일로,이륜,58,상해없음,보행자,여,27.0,경상,2014-01-16,19:00:00
2014-01-16 19:00:00,목요일,차대차,건조,맑음,단일로,승용,47,상해없음,승용,남,28.0,중상,2014-01-16,19:00:00
2014-01-16 21:00:00,목요일,차대차,건조,맑음,교차로,승용,48,상해없음,승용,여,47.0,경상,2014-01-16,21:00:00
2014-01-16 21:00:00,목요일,차대차,건조,맑음,단일로,승용,49,상해없음,승용,여,45.0,경상,2014-01-16,21:00:00
2014-01-16 22:00:00,목요일,차대차,건조,맑음,단일로,승용,43,상해없음,승용,남,32.0,경상,2014-01-16,22:00:00
2014-01-16 23:00:00,목요일,차대차,건조,맑음,교차로,승용,40,상해없음,승용,남,60.0,경상,2014-01-16,23:00:00
2014-01-16 23:00:00,목요일,차대차,건조,맑음,교차로,승용,51,상해없음,승용,남,62.0,경상,2014-01-16,23:00:00
2014-01-16 23:00:00,목요일,차대차,건조,맑음,단일로,화물,51,상해없음,승용,여,27.0,중상,2014-01-16,23:00:00
2014-01-17 02:00:00,금요일,차대차,건조,맑음,단일로,승용,44,상해없음,승용,남,55.0,경상,2014-01-17,02:00:00
2014-01-17 05:00:00,금요일,차대차,건조,맑음,교차로,승용,23,상해없음,승용,남,44.0,경상,2014-01-17,05:00:00
2014-01-17 06:00:00,금요일,차대차,건조,맑음,단일로,화물,57,상해없음,승용,남,67.0,상해없음,2014-01-17,06:00:00
2014-01-17 07:00:00,금요일,차대차,건조,맑음,교차로,승용,31,상해없음,승용,여,52.0,경상,2014-01-17,07:00:00
2014-01-17 20:00:00,금요일,차대차,건조,맑음,단일로,승용,65,상해없음,승용,남,61.0,경상,2014-01-17,20:00:00
2014-01-17 20:00:00,금요일,차대차,기타,기타,단일로,승용,31,상해없음,승용,여,53.0,경상,2014-01-17,20:00:00
2014-01-17 23:00:00,금요일,차대차,건조,맑음,단일로,승용,31,상해없음,승용,남,50.0,경상,2014-01-17,23:00:00
2014-01-17 23:00:00,금요일,차대차,건조,맑음,단일로,승용,42,상해없음,승용,남,23.0,경상,2014-01-17,23:00:00
2014-01-18 00:00:00,토요일,차대차,건조,맑음,교차로,화물,31,상해없음,승용,남,66.0,경상,2014-01-18,00:00:00
2014-01-18 01:00:00,토요일,차대차,건조,맑음,교차로,승용,20,상해없음,승용,남,53.0,경상,2014-01-18,01:00:00
2014-01-18 01:00:00,토요일,차대차,건조,맑음,단일로,승용,29,상해없음,승용,남,56.0,경상,2014-01-18,01:00:00
2014-01-18 01:00:00,토요일,차대차,건조,맑음,단일로,승용,28,상해없음,승용,여,30.0,경상,2014-01-18,01:00:00
2014-01-18 02:00:00,토요일,차대차,건조,맑음,단일로,승용,33,상해없음,승용,남,60.0,경상,2014-01-18,02:00:00
2014-01-18 04:00:00,토요일,차대차,건조,맑음,단일로,승용,28,상해없음,화물,남,56.0,경상,2014-01-18,04:00:00
2014-01-18 05:00:00,토요일,차대차,건조,맑음,교차로,승용,30,상해없음,승용,남,57.0,경상,2014-01-18,05:00:00
2014-01-18 15:00:00,토요일,차대차,건조,맑음,단일로,승용,37,상해없음,승용,남,56.0,경상,2014-01-18,15:00:00
2014-01-18 22:00:00,토요일,차대차,건조,맑음,교차로,승용,38,상해없음,승용,남,70.0,경상,2014-01-18,22:00:00
2014-01-18 22:00:00,토요일,차대사람,건조,맑음,단일로,승용,27,상해없음,보행자,여,41.0,경상,2014-01-18,22:00:00
2014-01-18 22:00:00,토요일,차대차,건조,맑음,단일로,승용,42,상해없음,승용,남,63.0,경상,2014-01-18,22:00:00
2014-01-19 02:00:00,일요일,차대차,건조,맑음,단일로,승용,28,상해없음,승용,남,63.0,경상,2014-01-19,02:00:00
2014-01-19 04:00:00,일요일,차대차,건조,맑음,단일로,승용,33,상해없음,승용,여,33.0,경상,2014-01-19,04:00:00
2014-01-19 04:00:00,일요일,차대차,건조,맑음,교차로,승용,51,상해없음,승용,여,47.0,경상,2014-01-19,04:00:00
2014-01-19 10:00:00,일요일,차대차,건조,맑음,교차로,승용,34,상해없음,승용,여,24.0,부상신고,2014-01-19,10:00:00
2014-01-19 19:00:00,일요일,차대차,건조,맑음,단일로,승용,37,상해없음,이륜,남,32.0,경상,2014-01-19,19:00:00
2014-01-20 00:00:00,월요일,차대차,건조,맑음,단일로,승용,51,상해없음,승용,남,37.0,경상,2014-01-20,00:00:00
2014-01-20 21:00:00,월요일,차대차,적설,눈,교차로,승용,48,상해없음,승용,남,58.0,경상,2014-01-20,21:00:00
2014-01-20 22:00:00,월요일,차대차,건조,맑음,단일로,승용,47,상해없음,승용,남,31.0,경상,2014-01-20,22:00:00
2014-01-20 23:00:00,월요일,차대차,건조,맑음,단일로,승용,25,상해없음,승용,남,52.0,경상,2014-01-20,23:00:00
2014-01-21 02:00:00,화요일,차대차,건조,맑음,교차로,승용,25,상해없음,승용,남,53.0,경상,2014-01-21,02:00:00
2014-01-21 04:00:00,화요일,차대차,건조,맑음,교차로,승용,45,상해없음,승용,남,54.0,경상,2014-01-21,04:00:00
2014-01-22 09:00:00,수요일,차대차,건조,맑음,단일로,승용,41,상해없음,승용,남,65.0,경상,2014-01-22,09:00:00
2014-01-22 21:00:00,수요일,차대차,건조,맑음,단일로,승용,55,상해없음,승용,남,28.0,중상,2014-01-22,21:00:00
2014-01-22 22:00:00,수요일,차대차,건조,맑음,단일로,승용,44,상해없음,승용,남,65.0,경상,2014-01-22,22:00:00
2014-01-23 00:00:00,목요일,차대차,건조,맑음,교차로,승용,34,상해없음,승용,남,61.0,상해없음,2014-01-23,00:00:00
2014-01-23 02:00:00,목요일,차대차,건조,맑음,교차로,승용,59,상해없음,승용,남,72.0,경상,2014-01-23,02:00:00
2014-01-23 03:00:00,목요일,차대차,건조,맑음,단일로,승용,40,상해없음,화물,남,61.0,중상,2014-01-23,03:00:00
2014-01-23 08:00:00,목요일,차대차,결빙,맑음,단일로,승용,28,상해없음,승용,남,56.0,경상,2014-01-23,08:00:00
2014-01-23 21:00:00,목요일,차대차,건조,맑음,단일로,승용,56,상해없음,승용,남,28.0,경상,2014-01-23,21:00:00
2014-01-23 23:00:00,목요일,차대사람,건조,맑음,단일로,승용,46,상해없음,보행자,남,46.0,경상,2014-01-23,23:00:00
2014-01-23 23:00:00,목요일,차대차,건조,맑음,단일로,승용,30,상해없음,승용,여,53.0,경상,2014-01-23,23:00:00
2014-01-23 23:00:00,목요일,차대차,건조,맑음,교차로,승용,36,상해없음,승용,남,51.0,부상신고,2014-01-23,23:00:00
2014-01-24 00:00:00,금요일,차대차,습기,맑음,단일로,이륜,42,중상,승용,남,51.0,상해없음,2014-01-24,00:00:00
2014-01-24 00:00:00,금요일,차대차,건조,맑음,단일로,승용,40,상해없음,승용,여,33.0,경상,2014-01-24,00:00:00
2014-01-24 01:00:00,금요일,차대차,건조,맑음,교차로,승용,27,상해없음,승용,남,39.0,경상,2014-01-24,01:00:00
2014-01-24 02:00:00,금요일,차대차,건조,맑음,단일로,승용,28,상해없음,승용,남,58.0,경상,2014-01-24,02:00:00
2014-01-24 03:00:00,금요일,차대차,건조,맑음,교차로,승용,41,상해없음,승용,남,55.0,경상,2014-01-24,03:00:00
2014-01-24 05:00:00,금요일,차대차,건조,맑음,단일로,승용,36,상해없음,승용,남,45.0,경상,2014-01-24,05:00:00
2014-01-24 06:00:00,금요일,차대차,기타,맑음,단일로,승용,27,상해없음,승용,남,60.0,중상,2014-01-24,06:00:00
2014-01-24 06:00:00,금요일,차대사람,건조,맑음,교차로,승용,30,상해없음,보행자,남,25.0,경상,2014-01-24,06:00:00
2014-01-24 22:00:00,금요일,차대차,건조,맑음,단일로,승용,40,상해없음,승용,남,30.0,경상,2014-01-24,22:00:00
2014-01-24 22:00:00,금요일,차대차,건조,맑음,교차로,승용,57,상해없음,승용,남,60.0,중상,2014-01-24,22:00:00
2014-01-24 23:00:00,금요일,차대차,건조,맑음,교차로,승용,36,상해없음,승용,남,48.0,중상,2014-01-24,23:00:00
2014-01-24 23:00:00,금요일,차대차,건조,맑음,단일로,승용,41,상해없음,승용,남,70.0,중상,2014-01-24,23:00:00
2014-01-24 23:00:00,금요일,차대사람,건조,맑음,단일로,승용,41,상해없음,보행자,여,28.0,중상,2014-01-24,23:00:00
2014-01-25 00:00:00,토요일,차대차,건조,맑음,교차로,승용,44,상해없음,승용,남,49.0,경상,2014-01-25,00:00:00
2014-01-25 00:00:00,토요일,차대차,건조,맑음,교차로,승용,44,상해없음,승용,남,27.0,경상,2014-01-25,00:00:00
2014-01-25 01:00:00,토요일,차대차,기타,맑음,단일로,승용,35,상해없음,승용,남,31.0,중상,2014-01-25,01:00:00
2014-01-25 01:00:00,토요일,차대차,건조,맑음,교차로,승용,23,상해없음,승용,남,54.0,경상,2014-01-25,01:00:00
2014-01-25 01:00:00,토요일,차대차,건조,맑음,단일로,승용,41,상해없음,승용,남,33.0,상해없음,2014-01-25,01:00:00
2014-01-25 01:00:00,토요일,차대차,건조,맑음,단일로,승용,22,상해없음,승용,남,71.0,경상,2014-01-25,01:00:00
2014-01-25 03:00:00,토요일,차대차,건조,맑음,단일로,승용,30,상해없음,승용,남,60.0,경상,2014-01-25,03:00:00
2014-01-25 04:00:00,토요일,차대차,건조,맑음,단일로,승용,32,상해없음,승용,남,53.0,경상,2014-01-25,04:00:00
2014-01-25 09:00:00,토요일,차대차,건조,맑음,단일로,승용,43,상해없음,승용,남,54.0,경상,2014-01-25,09:00:00
2014-01-25 23:00:00,토요일,차대차,건조,맑음,교차로,이륜,56,경상,승용,남,27.0,중상,2014-01-25,23:00:00
2014-01-25 23:00:00,토요일,차대차,건조,맑음,단일로,승용,57,상해없음,승용,남,51.0,경상,2014-01-25,23:00:00
2014-01-26 00:00:00,일요일,차대차,건조,맑음,단일로,승용,46,상해없음,승용,남,43.0,경상,2014-01-26,00:00:00
2014-01-26 01:00:00,일요일,차대차,건조,맑음,단일로,이륜,42,중상,승용,남,54.0,상해없음,2014-01-26,01:00:00
2014-01-26 02:00:00,일요일,차대차,건조,맑음,교차로,승용,20,상해없음,승용,남,30.0,경상,2014-01-26,02:00:00
2014-01-26 06:00:00,일요일,차대차,건조,흐림,단일로,승용,44,상해없음,승용,남,62.0,중상,2014-01-26,06:00:00
2014-01-26 16:00:00,일요일,차대차,건조,맑음,단일로,승용,53,상해없음,승용,남,53.0,경상,2014-01-26,16:00:00
2014-01-26 22:00:00,일요일,차대사람,건조,맑음,단일로,이륜,46,상해없음,보행자,여,32.0,경상,2014-01-26,22:00:00
2014-01-27 00:00:00,월요일,차대차,건조,맑음,교차로,이륜,45,상해없음,승용,남,29.0,경상,2014-01-27,00:00:00
2014-01-27 00:00:00,월요일,차대차,건조,맑음,단일로,승용,52,상해없음,승용,남,59.0,경상,2014-01-27,00:00:00
2014-01-27 00:00:00,월요일,차대차,건조,맑음,교차로,승용,29,상해없음,승용,남,57.0,경상,2014-01-27,00:00:00
2014-01-27 00:00:00,월요일,차대차,건조,맑음,교차로,승용,26,상해없음,승용,남,42.0,중상,2014-01-27,00:00:00
2014-01-27 03:00:00,월요일,차대차,건조,맑음,교차로,승용,31,상해없음,승용,남,54.0,부상신고,2014-01-27,03:00:00
2014-01-27 03:00:00,월요일,차대차,건조,맑음,교차로,승용,32,상해없음,승용,남,43.0,경상,2014-01-27,03:00:00
2014-01-27 10:00:00,월요일,차대사람,건조,맑음,단일로,승용,60,상해없음,보행자,남,72.0,부상신고,2014-01-27,10:00:00
2014-01-27 17:00:00,월요일,차대차,건조,맑음,단일로,승용,53,상해없음,승용,남,43.0,경상,2014-01-27,17:00:00
2014-01-27 22:00:00,월요일,차대차,건조,맑음,단일로,화물,32,상해없음,승용,여,39.0,경상,2014-01-27,22:00:00
2014-01-27 23:00:00,월요일,차대차,건조,맑음,교차로,화물,41,상해없음,승용,남,41.0,경상,2014-01-27,23:00:00
2014-01-28 00:00:00,화요일,차대차,건조,맑음,교차로,승용,40,상해없음,승용,남,57.0,경상,2014-01-28,00:00:00
2014-01-28 00:00:00,화요일,차대사람,건조,맑음,단일로,승용,33,상해없음,보행자,남,28.0,경상,2014-01-28,00:00:00
2014-01-28 02:00:00,화요일,차대차,습기,눈,단일로,승용,36,상해없음,승용,남,58.0,상해없음,2014-01-28,02:00:00
2014-01-28 03:00:00,화요일,차대차,습기,비,단일로,승용,31,상해없음,승용,남,53.0,경상,2014-01-28,03:00:00
2014-01-28 03:00:00,화요일,차대차,건조,맑음,교차로,승용,47,상해없음,승용,남,45.0,경상,2014-01-28,03:00:00
2014-01-28 03:00:00,화요일,차대차,습기,비,교차로,승용,37,상해없음,승용,남,43.0,경상,2014-01-28,03:00:00
2014-01-28 08:00:00,화요일,차대차,건조,맑음,단일로,승용,25,상해없음,승용,남,56.0,상해없음,2014-01-28,08:00:00
2014-01-28 22:00:00,화요일,차대사람,건조,맑음,단일로,승용,50,상해없음,보행자,남,42.0,경상,2014-01-28,22:00:00
2014-01-28 23:00:00,화요일,차대사람,건조,맑음,단일로,승용,27,상해없음,보행자,남,40.0,중상,2014-01-28,23:00:00
2014-01-28 23:00:00,화요일,차대차,건조,맑음,단일로,승용,47,상해없음,승용,남,54.0,경상,2014-01-28,23:00:00
2014-01-28 23:00:00,화요일,차대차,건조,맑음,단일로,승용,38,상해없음,승용,여,26.0,경상,2014-01-28,23:00:00
2014-01-29 00:00:00,수요일,차대차,건조,기타,교차로,승용,38,상해없음,승용,여,48.0,중상,2014-01-29,00:00:00
2014-01-29 00:00:00,수요일,차대차,건조,맑음,단일로,승용,52,상해없음,승용,남,45.0,경상,2014-01-29,00:00:00
2014-01-29 02:00:00,수요일,차대차,건조,맑음,단일로,승용,45,중상,승용,남,44.0,중상,2014-01-29,02:00:00
