Experiment,Train Size,Test Size,Hyperparameters,Best Cross-Validation Accuracy,Test Set Accuracy,Mean Cross-Validation Accuracy,Test Set F1 Score
XGBoost with GridSearchCV,37455,9364,"{'n_estimators': 150, 'learning_rate': 0.1, 'max_depth': 10, 'min_child_weight': 3, 'colsample_bynode': 1.0, 'grow_policy': 'depthwise', 'reg_lambda': 1.0}",0.6174000000000001,0.7628150363092695,0.6174000000000001,0.7684000788429124
