"검색조건 - 사고년도:2018~2020; 사고지역:서울특별시 :: 전체 :: ; 사고내용:사망사고, 중상사고, 경상사고, 부상신고; 음주운전 사고",,,,,,,,,,,,,,,,,,,,,
사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2018010500100413,2018년 1월 5일 19시,금요일,서울특별시 영등포구 문래동5가,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,화물,남,64세,경상
2018010600100023,2018년 1월 6일 01시,토요일,서울특별시 종로구 연건동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,승용,남,72세,경상
2018010600100025,2018년 1월 6일 01시,토요일,서울특별시 용산구 이촌동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,41세,상해없음,승용,남,53세,경상
2018010600100026,2018년 1월 6일 01시,토요일,서울특별시 용산구 한남동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,기타,기타 - 기타,승용,남,56세,상해없음,승용,남,67세,상해없음
2018010600100042,2018년 1월 6일 02시,토요일,서울특별시 송파구 잠실동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,47세,상해없음,승용,남,60세,경상
2018010600100072,2018년 1월 6일 05시,토요일,서울특별시 동대문구 용두동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 교량,승용,남,27세,상해없음,승용,남,60세,경상
2018010600100073,2018년 1월 6일 05시,토요일,서울특별시 마포구 서교동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,26세,상해없음,승용,남,38세,경상
2018010600100083,2018년 1월 6일 06시,토요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,여,31세,상해없음,승용,남,51세,경상
2018010600100285,2018년 1월 6일 15시,토요일,서울특별시 성동구 성수동2가,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,이륜,남,48세,상해없음,보행자,남,73세,경상
2018010600100493,2018년 1월 6일 22시,토요일,서울특별시 종로구 숭인동,부상신고사고,0,0,0,1,차량단독 - 전도전복 - 전도,안전운전불이행,건조,맑음,단일로 - 터널,개인형이동수단(PM),남,48세,부상신고,미분류,미분류,미분류,미분류
2018010600100496,2018년 1월 6일 22시,토요일,서울특별시 송파구 장지동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,49세,상해없음,승용,여,36세,경상
2018010600100497,2018년 1월 6일 22시,토요일,서울특별시 구로구 오류동,중상사고,0,2,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,45세,상해없음,승용,남,23세,중상
2018010600100515,2018년 1월 6일 23시,토요일,서울특별시 강서구 마곡동,사망사고,1,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,46세,중상,승용,여,55세,사망
2018010700100050,2018년 1월 7일 03시,일요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대차 - 측면충돌,중앙선침범,건조,맑음,교차로 - 교차로부근,승용,남,34세,상해없음,이륜,남,53세,중상
2018010700100057,2018년 1월 7일 04시,일요일,서울특별시 광진구 자양동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,29세,상해없음,승용,남,60세,경상
2018010700100281,2018년 1월 7일 19시,일요일,서울특별시 구로구 고척동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,53세,상해없음,승용,남,61세,경상
2018010700100282,2018년 1월 7일 19시,일요일,서울특별시 도봉구 도봉동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,28세,기타불명,승용,여,32세,경상
2018010800100001,2018년 1월 8일 00시,월요일,서울특별시 영등포구 신길동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,보행자,남,43세,경상
2018010800100004,2018년 1월 8일 00시,월요일,서울특별시 강동구 천호동,부상신고사고,0,0,0,1,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,46세,부상신고,,,,
2018010800100022,2018년 1월 8일 02시,월요일,서울특별시 도봉구 창동,중상사고,0,1,0,0,차량단독 - 전도전복 - 전도,안전운전불이행,젖음/습기,흐림,단일로 - 기타,이륜,남,38세,중상,미분류,미분류,미분류,미분류
2018010800100023,2018년 1월 8일 02시,월요일,서울특별시 은평구 대조동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,24세,상해없음,이륜,남,44세,중상
2018010800100069,2018년 1월 8일 07시,월요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,22세,상해없음,승용,남,27세,경상
2018010800100070,2018년 1월 8일 07시,월요일,서울특별시 중랑구 신내동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,승합,남,41세,상해없음
2018010800100550,2018년 1월 8일 21시,월요일,서울특별시 구로구 신도림동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,46세,상해없음,승용,남,43세,경상
2018010800100582,2018년 1월 8일 22시,월요일,서울특별시 강남구 청담동,경상사고,0,0,4,2,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,55세,상해없음,승용,남,66세,경상
2018010800100605,2018년 1월 8일 23시,월요일,서울특별시 관악구 남현동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,남,38세,상해없음,승용,남,56세,경상
2018010900100002,2018년 1월 9일 00시,화요일,서울특별시 노원구 상계동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,서리/결빙,눈,교차로 - 교차로횡단보도내,승용,남,33세,상해없음,보행자,여,62세,중상
2018010900100025,2018년 1월 9일 01시,화요일,서울특별시 강남구 논현동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,승용,남,52세,경상
2018010900100040,2018년 1월 9일 02시,화요일,서울특별시 구로구 구로동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,43세,상해없음,승용,남,50세,부상신고
2018010900100377,2018년 1월 9일 16시,화요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,승용,남,66세,경상
2018010900100378,2018년 1월 9일 16시,화요일,서울특별시 영등포구 대림동,경상사고,0,0,2,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,이륜,남,54세,경상,승용,여,24세,경상
2018010900100599,2018년 1월 9일 22시,화요일,서울특별시 중구 쌍림동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,젖음/습기,눈,교차로 - 교차로부근,승용,남,52세,상해없음,승용,여,28세,중상
2018010900100623,2018년 1월 9일 23시,화요일,서울특별시 서초구 염곡동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,젖음/습기,눈,교차로 - 교차로안,승용,남,37세,상해없음,승용,남,71세,경상
2018011000100002,2018년 1월 10일 00시,수요일,서울특별시 강남구 청담동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,적설,눈,교차로 - 교차로부근,승용,남,26세,상해없음,승용,남,68세,경상
2018011000100034,2018년 1월 10일 02시,수요일,서울특별시 마포구 서교동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,적설,눈,단일로 - 기타,승용,남,34세,상해없음,화물,남,50세,경상
2018011000100042,2018년 1월 10일 03시,수요일,서울특별시 관악구 신림동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,보행자,남,34세,경상
2018011000100437,2018년 1월 10일 17시,수요일,서울특별시 노원구 공릉동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승용,여,44세,상해없음,승용,남,65세,경상
2018011000100480,2018년 1월 10일 18시,수요일,서울특별시 성북구 하월곡동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,77세,상해없음,화물,남,60세,경상
2018011000100577,2018년 1월 10일 20시,수요일,서울특별시 성북구 안암동2가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,47세,상해없음,승용,남,52세,경상
2018011000100581,2018년 1월 10일 20시,수요일,서울특별시 중랑구 신내동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,승용,여,36세,경상
2018011000100621,2018년 1월 10일 21시,수요일,서울특별시 용산구 한남동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,49세,상해없음,승용,여,35세,경상
2018011000100623,2018년 1월 10일 21시,수요일,서울특별시 성북구 길음동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,승용,남,58세,경상
2018011000100625,2018년 1월 10일 21시,수요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,승합,남,55세,상해없음
2018011000100669,2018년 1월 10일 22시,수요일,서울특별시 영등포구 영등포동1가,중상사고,0,2,2,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,승합,남,60세,경상
2018011000100674,2018년 1월 10일 22시,수요일,서울특별시 강남구 대치동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,42세,상해없음,승용,여,36세,경상
2018011000100709,2018년 1월 10일 23시,수요일,서울특별시 동대문구 이문동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,승용,남,30세,중상
2018011000100715,2018년 1월 10일 23시,수요일,서울특별시 강남구 삼성동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,35세,상해없음,승용,남,49세,경상
2018011000100716,2018년 1월 10일 23시,수요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,36세,상해없음,승용,남,40세,경상
2018011000100719,2018년 1월 10일 23시,수요일,서울특별시 양천구 목동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,남,60세,경상
2018011100100006,2018년 1월 11일 00시,목요일,서울특별시 강남구 삼성동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,43세,상해없음,승용,남,48세,경상
2018011100100007,2018년 1월 11일 00시,목요일,서울특별시 성북구 종암동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,흐림,단일로 - 교량,승용,남,34세,상해없음,승용,남,58세,경상
2018011100100008,2018년 1월 11일 00시,목요일,서울특별시 서초구 서초동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,남,45세,경상
2018011100100028,2018년 1월 11일 01시,목요일,서울특별시 송파구 가락동,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,22세,상해없음,승용,남,56세,중상
2018011100100029,2018년 1월 11일 01시,목요일,서울특별시 구로구 오류동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,승용,여,36세,경상
2018011100100056,2018년 1월 11일 03시,목요일,서울특별시 영등포구 신길동,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,23세,상해없음,승용,남,58세,경상
2018011100100057,2018년 1월 11일 03시,목요일,서울특별시 양천구 목동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,26세,상해없음,승용,남,59세,상해없음
2018011100100063,2018년 1월 11일 04시,목요일,서울특별시 동작구 본동,중상사고,0,1,0,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,승용,남,55세,중상
2018011100100064,2018년 1월 11일 04시,목요일,서울특별시 노원구 하계동,경상사고,0,0,1,2,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,63세,상해없음,승용,남,54세,경상
2018011100100066,2018년 1월 11일 05시,목요일,서울특별시 강남구 논현동,중상사고,0,1,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,남,61세,경상
2018011100100120,2018년 1월 11일 08시,목요일,서울특별시 관악구 신림동,경상사고,0,0,1,0,차대차 - 측면충돌,기타,기타,기타,기타 - 기타,승합,남,56세,상해없음,승용,여,34세,경상
2018011100100556,2018년 1월 11일 21시,목요일,서울특별시 관악구 신림동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,58세,상해없음,승용,남,49세,경상
2018011100100559,2018년 1월 11일 21시,목요일,서울특별시 구로구 구로동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,51세,상해없음,승용,남,35세,경상
2018011100100582,2018년 1월 11일 22시,목요일,서울특별시 마포구 상암동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,49세,상해없음,승용,남,32세,경상
2018011100100586,2018년 1월 11일 22시,목요일,서울특별시 양천구 목동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,승용,여,46세,경상
2018011100100587,2018년 1월 11일 22시,목요일,서울특별시 강남구 도곡동,중상사고,0,4,0,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,기타,단일로 - 기타,승용,남,38세,상해없음,승용,여,52세,중상
2018011100100625,2018년 1월 11일 23시,목요일,서울특별시 강남구 대치동,중상사고,0,1,0,1,차대차 - 측면충돌,안전운전불이행,건조,기타,단일로 - 기타,승용,남,49세,상해없음,승용,남,56세,중상
2018011200100008,2018년 1월 12일 00시,금요일,서울특별시 서초구 양재동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,43세,상해없음,승용,여,40세,경상
2018011200100010,2018년 1월 12일 00시,금요일,서울특별시 강남구 수서동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,승용,여,44세,경상
2018011200100025,2018년 1월 12일 01시,금요일,서울특별시 중랑구 신내동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,45세,상해없음,승용,남,48세,경상
2018011200100045,2018년 1월 12일 02시,금요일,서울특별시 금천구 독산동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,43세,상해없음,승용,남,36세,경상
2018011200100051,2018년 1월 12일 03시,금요일,서울특별시 금천구 가산동,중상사고,0,1,5,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,28세,경상,승합,남,48세,경상
2018011200100321,2018년 1월 12일 13시,금요일,서울특별시 중랑구 면목동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,44세,상해없음,승용,남,63세,상해없음
2018011200100557,2018년 1월 12일 19시,금요일,서울특별시 용산구 원효로4가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,44세,상해없음,승용,남,40세,경상
2018011200100605,2018년 1월 12일 20시,금요일,서울특별시 강북구 미아동,경상사고,0,0,1,1,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,45세,상해없음,승용,여,39세,경상
2018011200100674,2018년 1월 12일 22시,금요일,서울특별시 강남구 역삼동,중상사고,0,1,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,45세,상해없음,승용,남,53세,경상
2018011200100698,2018년 1월 12일 23시,금요일,서울특별시 영등포구 신길동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,흐림,단일로 - 기타,이륜,남,37세,중상,승용,남,41세,기타불명
2018011300100003,2018년 1월 13일 00시,토요일,서울특별시 마포구 서교동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,35세,상해없음,승용,남,41세,경상
2018011300100005,2018년 1월 13일 00시,토요일,서울특별시 영등포구 영등포동7가,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,승용,남,59세,경상
2018011300100007,2018년 1월 13일 00시,토요일,서울특별시 강남구 신사동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,31세,상해없음,승용,남,60세,경상
2018011300100033,2018년 1월 13일 01시,토요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,50세,상해없음,화물,남,41세,경상
2018011300100070,2018년 1월 13일 02시,토요일,서울특별시 은평구 구산동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,승용,남,62세,경상
2018011300100083,2018년 1월 13일 03시,토요일,서울특별시 마포구 합정동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,36세,상해없음,승용,남,61세,경상
2018011300100085,2018년 1월 13일 03시,토요일,서울특별시 강남구 논현동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승용,남,73세,경상
2018011300100101,2018년 1월 13일 04시,토요일,서울특별시 강북구 미아동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,60세,상해없음,승용,남,51세,경상
2018011300100102,2018년 1월 13일 04시,토요일,서울특별시 광진구 화양동,중상사고,0,2,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,보행자,남,40세,중상
2018011300100123,2018년 1월 13일 06시,토요일,서울특별시 강서구 내발산동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,젖음/습기,눈,교차로 - 교차로부근,승용,남,34세,상해없음,승합,남,67세,경상
2018011300100132,2018년 1월 13일 07시,토요일,서울특별시 영등포구 영등포동3가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,적설,눈,기타 - 기타,승용,남,30세,상해없음,화물,남,56세,경상
2018011300100137,2018년 1월 13일 07시,토요일,서울특별시 금천구 가산동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,41세,상해없음,승용,남,38세,경상
2018011300100384,2018년 1월 13일 18시,토요일,서울특별시 양천구 신월동,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,64세,상해없음,승용,남,59세,부상신고
2018011300100461,2018년 1월 13일 20시,토요일,서울특별시 중랑구 신내동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,48세,상해없음,승용,남,45세,중상
2018011300100498,2018년 1월 13일 21시,토요일,서울특별시 서대문구 홍제동,경상사고,0,0,2,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,37세,상해없음,승용,여,54세,경상
2018011300100502,2018년 1월 13일 21시,토요일,서울특별시 성북구 상월곡동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,54세,상해없음,승용,남,42세,경상
2018011400100027,2018년 1월 14일 01시,일요일,서울특별시 강서구 가양동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,흐림,교차로 - 교차로부근,승용,여,31세,경상,승용,남,34세,중상
2018011400100029,2018년 1월 14일 01시,일요일,서울특별시 노원구 상계동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41세,상해없음,승용,남,55세,경상
2018011400100053,2018년 1월 14일 02시,일요일,서울특별시 성동구 행당동,중상사고,0,2,2,0,차대차 - 추돌,안전운전불이행,건조,흐림,교차로 - 교차로안,승용,남,31세,상해없음,승용,남,61세,중상
2018011400100056,2018년 1월 14일 02시,일요일,서울특별시 양천구 신정동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,24세,상해없음,승용,여,65세,경상
2018011400100057,2018년 1월 14일 02시,일요일,서울특별시 도봉구 방학동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,26세,상해없음,승용,남,54세,경상
2018011400100072,2018년 1월 14일 04시,일요일,서울특별시 용산구 이태원동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,39세,상해없음,승용,남,36세,경상
